Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;;;
482;1171,34;2561,93;3115,64;3209,33;
483;1191,32;2597,49;3191,35;3301,08;
484;1116,47;2513,42;2601,51;2996,22;
485;1091,83;2490,37;2408,3;2896,05;
486;1051,69;2446,1;2130,47;2733,12;
487;997,537;2382,99;1774,68;2508,37;
488;1098,3;2514,94;2517,39;2919,75;
489;1074,9;2491,23;2352,33;2831,54;
490;1012,53;2414,85;1951,24;2590,61;
491;1087,16;2510,27;2524,75;2912,08;
492;1038,46;2451,01;2196,97;2726,36;
493;1096,54;2526,03;2622,1;2971,97;
494;1185,41;2643,42;3200,89;3335,87;
495;995,097;2406,41;1821;2559,16;
496;1190,23;2652,79;3206,21;3358,08;
497;1137,43;2590,94;2753,08;3138,9;
498;1031,1;2456,94;1983,08;2702,84;
499;1118,01;2565;2603,17;3056,48;
500;1127,63;2577,22;2638,62;3097,55;
501;1090,23;2527,59;2365,62;2955,76;
502;1199,48;2664,37;3106,23;3407,53;
503;1041,87;2462,77;1969,17;2776,54;
504;1219,54;2681,7;3237,32;3313,71;
505;1139,59;2579,71;2611,95;3001,78;
506;1128,25;2560,91;2520,7;3006,53;
507;1124,23;2550,29;2492,82;3006,52;
508;1197,1;2637,84;2990,31;2999,19;
509;1067,5;2468,39;2071,15;2855,79;
510;1165,77;2585,5;2786,98;3098,07;
511;1047,26;2428,72;1968,85;2794,35;
512;1026,1;2391,32;1897,96;2734,4;
513;1110,2;2488,34;2551,69;3104,67;
514;1064,09;2423,44;2251,46;2942,45;
515;1018,71;2357,2;1995,68;2788,28;
516;1022,34;2353,47;2089,39;2826,08;
517;1138,03;2493,74;2943,05;3327,08;
518;1126,07;2477,97;2829,09;3110,7;
519;1038,26;2366,52;2196,85;2927,85;
520;1148,05;2504,61;2976,67;3079,49;
521;1038,22;2368,26;2175,99;2915,51;
522;1097,13;2444,61;2595,63;3105,36;
523;980,615;2301,12;1769,55;2670,43;
524;1023,12;2355,94;2119,86;2843,02;
525;1144,41;2513,99;2978,4;3342,38;
526;1070,59;2429,34;2413,69;3037,38;
527;1016,28;2365,83;2047,69;2817,45;
528;1043,31;2405,1;2265,32;2925,47;
529;1152,25;2550,54;3021,73;3369,55;
530;1120,93;2522,77;2731,78;3172,72;
531;1038,87;2428,88;2119,3;2876,2;
532;1008,1;2395,53;1929,71;2743,5;
533;996,142;2384,74;1886,96;2688,37;
534;1018,93;2418,38;2077,6;2771,79;
535;1179,16;2628,64;3183,76;3415,16;
536;1095,08;2531,7;2526,39;3066,81;
537;1000,04;2415,24;1866,07;2678,05;
538;994,435;2408,58;1875,12;2651,87;
539;1095,73;2538,52;2602,83;3055,48;
540;1022,32;2449,61;2057,52;2738,16;
541;1028,26;2458,24;2103,62;2743,14;
542;1039,76;2471,68;2201,54;2781,39;
543;1186,19;2656,9;3213,01;3373,91;
544;1028,43;2459,58;2039,03;2715,13;
545;1195,79;2670,62;3190,18;3382,51;
546;1019,49;2448,24;1889,67;2648,52;
547;1088,4;2531,02;2386,46;2912,93;
548;1070,73;2505,94;2240,26;2821,01;
549;1201,66;2669,57;3121,06;3337,31;
550;1150;2603,2;2688,15;3118,42;
551;1125,61;2569,22;2478,43;3005,46;
552;1238,56;2707,63;3244,08;3464,19;
553;1112,63;2546,11;2294,8;2940,48;
554;1162,19;2602,8;2638,63;3136,91;
555;1151,34;2584,57;2535,13;3087;
556;1241,08;2688,6;3144,79;3344,3;
557;1071,48;2472,34;1931,83;2761,6;
558;1213,78;2643,56;2968,67;3351,67;
559;1075,23;2460,96;2003,86;2804,45;
560;1237,78;2657,88;3184,88;3302,6;
561;1109,07;2489,9;2265,81;2964,07;
562;1200,96;2598,52;2944,36;3134,22;
563;1183,62;2571,15;2823,74;3040,01;
564;1136,09;2506,13;2497,1;3033,17;
565;1157,2;2526,68;2680,67;3053,34;
566;1150,35;2514,47;2644,03;3042,85;
567;1031,94;2359,1;1863,54;2722,25;
568;1159,13;2514,34;2828,65;3268,79;
569;1148,26;2499,41;2762,78;3125,69;
570;1103,06;2440,82;2472,7;3042,16;
571;1003,26;2311,84;1835,36;2705,63;
572;1129,88;2469,24;2805,28;3251,31;
573;1161,64;2512,34;3030,2;3191,25;
574;1045,12;2369,66;2204,61;2923,68;
575;1033,3;2356,16;2179,15;2891,83;
576;1028,31;2351,78;2204,24;2888,05;
577;1021,54;2346,35;2209,72;2873,56;
578;1083,88;2431,45;2668,21;3129,48;
579;1033,3;2375,31;2314,17;2926,67;
580;1055,7;2409,96;2499,97;3024,79;
581;1130,42;2513,73;3013,55;3331,81;
582;1172,62;2580,1;3244,15;3498,4;
583;1180,69;2605,05;3210,36;3151,44;
584;1062,57;2469,07;450,061;2984,2;
585;1090,84;2514,16;2503,34;3084,99;
586;1163,54;2617,24;2973,56;3277,53;
587;1207,47;2686,04;3199,68;3127,28;
588;1035,93;2479,2;1943,33;2762,9;
589;1144,44;2620,39;2735,38;3203,18;
590;1100,15;2568,9;2418,1;3024,12;
591;1022,46;2471,96;1898,02;2703,86;
592;1141,69;2622,29;2771,11;3188,24;
593;1046,94;2502,28;2106,53;2804,05;
594;1200,25;2692,53;3212,72;3441,27;
595;1008,13;2447,73;1840,01;2656,71;
596;1083,76;2534,92;2434,59;2970,73;
597;1086,94;2532,19;2473,07;2987,47;
598;1015,21;2434,09;1984,4;2690,9;
599;1156,11;2603,4;3000,46;3268,57;
600;1220,53;3056,44;2760,46;3377,98;
601;1203,84;2659,98;3193,45;3449,72;
602;1133,9;2606,96;2642,98;3159,8;
603;1113,62;2573,93;2484,76;3070,61;
