Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
533;1061,83;2411,9;2687,74;2941,76;
534;1058,12;2410,54;2403,52;2949,91;
535;1076,95;2438,54;2166,61;2949,54;
536;1085,74;2455,38;2026,79;2941,47;
537;1076,37;2450,08;2052,2;2935,7;
538;1062,72;2439,17;2617,98;2955,27;
539;1049,4;2428,29;2572,19;2963,04;
540;1043,31;2426,3;2219,13;2961,28;
541;1070,48;2466,77;2047,12;2967,19;
542;1075,4;2479,76;2324,98;2964,61;
543;1060,33;2466,85;2191,25;2971,65;
544;1047,15;2455,2;2147,43;2956,59;
545;1056,86;2471,86;2174,49;2950,91;
546;1049,96;2467,41;2693,75;2970,48;
547;1045,62;2465,58;2366,39;2973,83;
548;1044,44;2466,8;2778,29;2966,01;
549;1072,79;2504,82;2333,98;2963,98;
550;1063,92;2495,77;2360,22;2984,26;
551;1090,3;2530,74;2300,24;2993,68;
552;1076,13;2514,24;2710,65;2987,81;
553;1078,59;2517,6;2699,4;2975,59;
554;1077,02;2515,26;2588,92;2961,23;
555;1101,95;2546,13;2916,5;2951,76;
556;1111,56;2557,54;2605,65;2974,93;
557;1114,37;2559,88;2622,14;2979,52;
558;1139,21;2589,43;2578,63;2964,45;
559;1133,89;2580,76;2861,71;2948,82;
560;1139,55;2585,17;2396,77;2954,15;
561;1141,91;2585,05;2682,72;2943,35;
562;1161,74;2605,76;2343,29;2933,34;
563;1143,69;2579,08;2764,08;2925,75;
564;1157,71;2591,97;2514,95;2948,15;
565;1141,21;2565,77;2729,65;2936,5;
566;1160,52;2584,19;2776,7;2958,8;
567;1150,23;2565,33;2636,9;2943,29;
568;1160,38;2571,97;2658,78;2941,77;
569;1165,03;2571,81;2651,41;2935,73;
570;1159,24;2558,67;2257,48;2955,81;
571;1158,83;2552,27;2543,06;2963,94;
572;1157,14;2544,71;2652,92;2966,02;
573;1132,1;2507,59;2562,81;2990,93;
574;1137,5;2508,94;2199,08;2988,4;
575;1139,65;2507,03;2502,18;2995,83;
576;1132,34;2493,79;2766,19;3000,39;
577;1106,52;2457,4;2485,4;3017,58;
578;1111,19;2459,77;2332,28;3004,78;
579;1121,28;2470,28;2268,26;3022,13;
580;1106,05;2450,16;2238,99;3011,24;
581;1091,5;2431,36;2453,6;3025,81;
582;1078,86;2415,44;2383,88;3022,73;
583;1067,4;2401,62;2441,93;3028,3;
584;1070,69;2407,59;2727,74;3028,89;
585;1063,21;2401,13;2985,94;3029,1;
586;1061,71;2402,9;3098,15;3030,31;
587;1075,45;2425,06;1774,11;3030,94;
588;1094,88;2456,07;2138,72;3015,5;
589;1112,05;2485,87;2556,14;3028,17;
590;1102,15;2482,51;2877,91;3033,04;
591;1099,89;2488,84;2410,62;3033,5;
592;1112,62;2514,52;2573;3017,11;
593;1131,59;2548,82;2495,55;3028,82;
594;1112,46;2534,9;2196,79;3036,94;
595;1118,85;2552;2483,95;3031,28;
596;1115,11;2555,38;2295,24;3024,3;
597;1096,58;2538,69;2753,98;3017,49;
598;1105,6;2555,41;2296,99;3010,29;
599;1093,87;2544,79;2365,79;3016,25;
600;1115,15;2574,34;2419,43;3011,77;
601;1093,74;2549,02;2201,92;3012,43;
602;1091,75;2546,2;2601,19;3028,39;
603;1090,79;2543,4;2680,83;3051,89;
